title,model,field_published_stock_code,field_product_type,field_product_category,field_spring_type,field_product_series,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_appr_num_coil_buld_spec_in,field_appr_num_coils_per_in,field_appr_num_coils_per_mm,field_appr_num_coils_per_cm,field_stiffness_build_spec_lb_in,field_stiffness_lb_in,field_stiffness_n_mm,field_stiffness_n_cm,field_stiffness_kg_mm,field_stiffness_kg_cm,field_stiffness_gm_mm,field_stiffness_gm_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_direction_of_wind,field_total_coils_bd_spe,field_total_coils,field_finish,field_weight_per_item_lb
LEC063E 24 S,LEC063E 24 S,LEC063E24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,2.5038,2.504,0.4385,4.385,0.04471,0.4471,44.71,447.1,+/-0.25,+/-0.25,+/-0.04378,+/-0.4378,+/-0.00446,+/-0.0446,+/-4.465,+/-44.65,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,16,16,0.6,6.3,235.954,227.8,1347.3,13473,4.214,42.14,4214,42140,0.0625,0.063,1.59,0.159,1.666,1.67,7.41,0.756,756,+/-0.333,+/-0.333,+/-1.481,+/-0.151,+/-151,Right Hand,379.9523,380,Natural,0.497614
LEC063E 36 M,LEC063E 36 M,LEC063E36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,3.0045,3.005,0.52619,5.2619,0.05365,0.5365,53.65,536.5,+/-0.3,+/-0.3,+/-0.05254,+/-0.5254,+/-0.00536,+/-0.0536,+/-5.357,+/-53.57,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,16,16,0.6,6.3,283.145,273.3,1616.7,16167,5.056,50.56,5056,50560,0.0625,0.063,1.59,0.159,2,2,8.9,0.907,907,+/-0.4,+/-0.4,+/-1.779,+/-0.181,+/-181,Right Hand,570.4285,570,Light Oil Coat,0.73183
LEC063E 36 S,LEC063E 36 S,LEC063E36S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,2.5038,2.504,0.4385,4.385,0.04471,0.4471,44.71,447.1,+/-0.25,+/-0.25,+/-0.04378,+/-0.4378,+/-0.00446,+/-0.0446,+/-4.465,+/-44.65,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,16,16,0.6,6.3,235.954,227.8,1347.3,13473,4.214,42.14,4214,42140,0.0625,0.063,1.59,0.159,1.666,1.67,7.41,0.756,756,+/-0.333,+/-0.333,+/-1.481,+/-0.151,+/-151,Right Hand,570.4285,570,Natural,0.74577
LEC063G 12 M,LEC063G 12 M,LEC063G12M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.7733,0.773,0.13543,1.3543,0.01381,0.1381,13.81,138.1,+/-0.077,+/-0.077,+/-0.01349,+/-0.1349,+/-0.00138,+/-0.0138,+/-1.375,+/-13.75,0.624,0.624,15.85,1.585,Reference,Reference,Reference,Reference,16,16,0.6,6.3,72.876,70.4,416.1,4161,1.301,13.01,1301,13010,0.0625,0.063,1.59,0.159,1.2,1.2,5.34,0.544,544,+/-0.24,+/-0.24,+/-1.068,+/-0.109,+/-109,Right Hand,189.4761,189,Light Oil Coat,0.384839
LEC063G 12 S,LEC063G 12 S,LEC063G12S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.6444,0.644,0.11286,1.1286,0.01151,0.1151,11.51,115.1,+/-0.064,+/-0.064,+/-0.01121,+/-0.1121,+/-0.00114,+/-0.0114,+/-1.143,+/-11.43,0.624,0.624,15.85,1.585,Reference,Reference,Reference,Reference,16,16,0.6,6.3,60.73,58.7,346.8,3468,1.085,10.85,1085,10850,0.0625,0.063,1.59,0.159,0.9996,1,4.45,0.453,453,+/-0.2,+/-0.2,+/-0.89,+/-0.091,+/-91,Right Hand,189.4761,189,Natural,0.392169
LEC063G 24 M,LEC063G 24 M,LEC063G24M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.7733,0.773,0.13543,1.3543,0.01381,0.1381,13.81,138.1,+/-0.077,+/-0.077,+/-0.01349,+/-0.1349,+/-0.00138,+/-0.0138,+/-1.375,+/-13.75,0.624,0.624,15.85,1.585,Reference,Reference,Reference,Reference,16,16,0.6,6.3,72.876,70.4,416.1,4161,1.301,13.01,1301,13010,0.0625,0.063,1.59,0.159,1.2,1.2,5.34,0.544,544,+/-0.24,+/-0.24,+/-1.068,+/-0.109,+/-109,Right Hand,379.9523,380,Light Oil Coat,0.767668
LEC063G 24 S,LEC063G 24 S,LEC063G24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.6444,0.644,0.11286,1.1286,0.01151,0.1151,11.51,115.1,+/-0.064,+/-0.064,+/-0.01121,+/-0.1121,+/-0.00114,+/-0.0114,+/-1.143,+/-11.43,0.624,0.624,15.85,1.585,Reference,Reference,Reference,Reference,16,16,0.6,6.3,60.73,58.7,346.8,3468,1.085,10.85,1085,10850,0.0625,0.063,1.59,0.159,0.9996,1,4.45,0.453,453,+/-0.2,+/-0.2,+/-0.89,+/-0.091,+/-91,Right Hand,379.9523,380,Natural,0.78229
LEC063G 36 M,LEC063G 36 M,LEC063G36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.7733,0.773,0.13543,1.3543,0.01381,0.1381,13.81,138.1,+/-0.077,+/-0.077,+/-0.01349,+/-0.1349,+/-0.00138,+/-0.0138,+/-1.375,+/-13.75,0.624,0.624,15.85,1.585,Reference,Reference,Reference,Reference,16,16,0.6,6.3,72.876,70.4,416.1,4161,1.301,13.01,1301,13010,0.0625,0.063,1.59,0.159,1.2,1.2,5.34,0.544,544,+/-0.24,+/-0.24,+/-1.068,+/-0.109,+/-109,Right Hand,570.4285,570,Light Oil Coat,1.150497
LEC063G 36 S,LEC063G 36 S,LEC063G36S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.6444,0.644,0.11286,1.1286,0.01151,0.1151,11.51,115.1,+/-0.064,+/-0.064,+/-0.01121,+/-0.1121,+/-0.00114,+/-0.0114,+/-1.143,+/-11.43,0.624,0.624,15.85,1.585,Reference,Reference,Reference,Reference,16,16,0.6,6.3,60.73,58.7,346.8,3468,1.085,10.85,1085,10850,0.0625,0.063,1.59,0.159,0.9996,1,4.45,0.453,453,+/-0.2,+/-0.2,+/-0.89,+/-0.091,+/-91,Right Hand,570.4285,570,Natural,1.172411
LEC067E 12 M,LEC067E 12 M,LEC067E12M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,4.2046,4.205,0.73636,7.3636,0.07509,0.7509,75.09,750.9,+/-0.42,+/-0.42,+/-0.07356,+/-0.7356,+/-0.0075,+/-0.075,+/-7.5,+/-75,0.366,0.366,9.3,0.93,Reference,Reference,Reference,Reference,14.925,14.9,0.6,5.9,372.329,372.3,2126,21260,6.649,66.49,6649,66490,0.067,0.067,1.7,0.17,3.5,3.5,15.57,1.588,1588,+/-0.7,+/-0.7,+/-3.114,+/-0.318,+/-318,Right Hand,178.1044,178,Light Oil Coat,0.258041
LEC067E 12 S,LEC067E 12 S,LEC067E12S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,3.5038,3.504,0.61363,6.1363,0.06257,0.6257,62.57,625.7,+/-0.35,+/-0.35,+/-0.0613,+/-0.613,+/-0.00625,+/-0.0625,+/-6.25,+/-62.5,0.366,0.366,9.3,0.93,Reference,Reference,Reference,Reference,14.925,14.9,0.6,5.9,310.274,310.3,1771.6,17716,5.541,55.41,5541,55410,0.067,0.067,1.7,0.17,2.9155,2.92,12.97,1.322,1322,+/-0.583,+/-0.583,+/-2.593,+/-0.264,+/-264,Right Hand,178.1044,178,Natural,0.262956
LEC067E 24 M,LEC067E 24 M,LEC067E24M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,4.2046,4.205,0.73636,7.3636,0.07509,0.7509,75.09,750.9,+/-0.42,+/-0.42,+/-0.07356,+/-0.7356,+/-0.0075,+/-0.075,+/-7.5,+/-75,0.366,0.366,9.3,0.93,Reference,Reference,Reference,Reference,14.925,14.9,0.6,5.9,372.329,372.3,2126,21260,6.649,66.49,6649,66490,0.067,0.067,1.7,0.17,3.5,3.5,15.57,1.588,1588,+/-0.7,+/-0.7,+/-3.114,+/-0.318,+/-318,Right Hand,357.2089,357,Light Oil Coat,0.514649
LEC067E 24 S,LEC067E 24 S,LEC067E24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,3.5038,3.504,0.61363,6.1363,0.06257,0.6257,62.57,625.7,+/-0.35,+/-0.35,+/-0.0613,+/-0.613,+/-0.00625,+/-0.0625,+/-6.25,+/-62.5,0.366,0.366,9.3,0.93,Reference,Reference,Reference,Reference,14.925,14.9,0.6,5.9,310.274,310.3,1771.6,17716,5.541,55.41,5541,55410,0.067,0.067,1.7,0.17,2.9155,2.92,12.97,1.322,1322,+/-0.583,+/-0.583,+/-2.593,+/-0.264,+/-264,Right Hand,357.2089,357,Natural,0.524452
LEC067E 36 M,LEC067E 36 M,LEC067E36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,4.2046,4.205,0.73636,7.3636,0.07509,0.7509,75.09,750.9,+/-0.42,+/-0.42,+/-0.07356,+/-0.7356,+/-0.0075,+/-0.075,+/-7.5,+/-75,0.366,0.366,9.3,0.93,Reference,Reference,Reference,Reference,14.925,14.9,0.6,5.9,372.329,372.3,2126,21260,6.649,66.49,6649,66490,0.067,0.067,1.7,0.17,3.5,3.5,15.57,1.588,1588,+/-0.7,+/-0.7,+/-3.114,+/-0.318,+/-318,Right Hand,536.3134,536,Light Oil Coat,0.771257
LEC067E 36 S,LEC067E 36 S,LEC067E36S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,3.5038,3.504,0.61363,6.1363,0.06257,0.6257,62.57,625.7,+/-0.35,+/-0.35,+/-0.0613,+/-0.613,+/-0.00625,+/-0.0625,+/-6.25,+/-62.5,0.366,0.366,9.3,0.93,Reference,Reference,Reference,Reference,14.925,14.9,0.6,5.9,310.274,310.3,1771.6,17716,5.541,55.41,5541,55410,0.067,0.067,1.7,0.17,2.9155,2.92,12.97,1.322,1322,+/-0.583,+/-0.583,+/-2.593,+/-0.264,+/-264,Right Hand,536.3134,536,Natural,0.785948
LEC069G 12 M,LEC069G 12 M,LEC069G12M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.2524,1.252,0.21934,2.1934,0.02237,0.2237,22.37,223.7,+/-0.125,+/-0.125,+/-0.02189,+/-0.2189,+/-0.00223,+/-0.0223,+/-2.232,+/-22.32,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,107.658,107.7,614.7,6147,1.923,19.23,1923,19230,0.069,0.069,1.75,0.175,1.6,1.6,7.12,0.726,726,+/-0.32,+/-0.32,+/-1.423,+/-0.145,+/-145,Right Hand,172.913,173,Light Oil Coat,0.418017
LEC069G 12 S,LEC069G 12 S,LEC069G12S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.0437,1.044,0.18279,1.8279,0.01864,0.1864,18.64,186.4,+/-0.104,+/-0.104,+/-0.01821,+/-0.1821,+/-0.00186,+/-0.0186,+/-1.857,+/-18.57,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,89.715,89.7,512.3,5123,1.602,16.02,1602,16020,0.069,0.069,1.75,0.175,1.3328,1.33,5.93,0.605,605,+/-0.267,+/-0.267,+/-1.188,+/-0.121,+/-121,Right Hand,172.913,173,Natural,0.425979
LEC069G 24 M,LEC069G 24 M,LEC069G24M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.2524,1.252,0.21934,2.1934,0.02237,0.2237,22.37,223.7,+/-0.125,+/-0.125,+/-0.02189,+/-0.2189,+/-0.00223,+/-0.0223,+/-2.232,+/-22.32,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,107.658,107.7,614.7,6147,1.923,19.23,1923,19230,0.069,0.069,1.75,0.175,1.6,1.6,7.12,0.726,726,+/-0.32,+/-0.32,+/-1.423,+/-0.145,+/-145,Right Hand,346.826,347,Light Oil Coat,0.833644
LEC069G 24 S,LEC069G 24 S,LEC069G24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.0437,1.044,0.18279,1.8279,0.01864,0.1864,18.64,186.4,+/-0.104,+/-0.104,+/-0.01821,+/-0.1821,+/-0.00186,+/-0.0186,+/-1.857,+/-18.57,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,89.715,89.7,512.3,5123,1.602,16.02,1602,16020,0.069,0.069,1.75,0.175,1.3328,1.33,5.93,0.605,605,+/-0.267,+/-0.267,+/-1.188,+/-0.121,+/-121,Right Hand,346.826,347,Natural,0.849523
LEC069G 36 M,LEC069G 36 M,LEC069G36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.2524,1.252,0.21934,2.1934,0.02237,0.2237,22.37,223.7,+/-0.125,+/-0.125,+/-0.02189,+/-0.2189,+/-0.00223,+/-0.0223,+/-2.232,+/-22.32,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,107.658,107.7,614.7,6147,1.923,19.23,1923,19230,0.069,0.069,1.75,0.175,1.6,1.6,7.12,0.726,726,+/-0.32,+/-0.32,+/-1.423,+/-0.145,+/-145,Right Hand,520.7391,521,Light Oil Coat,1.249271
LEC069G 36 S,LEC069G 36 S,LEC069G36S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.0437,1.044,0.18279,1.8279,0.01864,0.1864,18.64,186.4,+/-0.104,+/-0.104,+/-0.01821,+/-0.1821,+/-0.00186,+/-0.0186,+/-1.857,+/-18.57,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,89.715,89.7,512.3,5123,1.602,16.02,1602,16020,0.069,0.069,1.75,0.175,1.3328,1.33,5.93,0.605,605,+/-0.267,+/-0.267,+/-1.188,+/-0.121,+/-121,Right Hand,520.7391,521,Natural,1.273067
LEC075E 12 M,LEC075E 12 M,LEC075E12M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,7.826,7.826,1.37059,13.7059,0.13976,1.3976,139.76,1397.6,+/-0.783,+/-0.783,+/-0.13713,+/-1.3713,+/-0.01398,+/-0.1398,+/-13.983,+/-139.83,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,618.258,618.3,3530.2,35302,11.041,110.41,11041,110410,0.075,0.075,1.91,0.191,5,5,22.24,2.268,2268,+/-1,+/-1,+/-4.448,+/-0.454,+/-454,Right Hand,159,159,Light Oil Coat,0.283703
LEC075E 12 S,LEC075E 12 S,LEC075E12S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,6.5217,6.522,1.14216,11.4216,0.11646,1.1646,116.46,1164.6,+/-0.652,+/-0.652,+/-0.11419,+/-1.1419,+/-0.01164,+/-0.1164,+/-11.643,+/-116.43,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,515.215,515.2,2941.8,29418,9.201,92.01,9201,92010,0.075,0.075,1.91,0.191,4.165,4.17,18.53,1.889,1889,+/-0.833,+/-0.833,+/-3.705,+/-0.378,+/-378,Right Hand,159,159,Natural,0.289107
LEC075E 24 M,LEC075E 24 M,LEC075E24M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,7.826,7.826,1.37059,13.7059,0.13976,1.3976,139.76,1397.6,+/-0.783,+/-0.783,+/-0.13713,+/-1.3713,+/-0.01398,+/-0.1398,+/-13.983,+/-139.83,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,618.258,618.3,3530.2,35302,11.041,110.41,11041,110410,0.075,0.075,1.91,0.191,5,5,22.24,2.268,2268,+/-1,+/-1,+/-4.448,+/-0.454,+/-454,Right Hand,319,319,Light Oil Coat,0.565644
LEC075E 24 S,LEC075E 24 S,LEC075E24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,6.5217,6.522,1.14216,11.4216,0.11646,1.1646,116.46,1164.6,+/-0.652,+/-0.652,+/-0.11419,+/-1.1419,+/-0.01164,+/-0.1164,+/-11.643,+/-116.43,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,515.215,515.2,2941.8,29418,9.201,92.01,9201,92010,0.075,0.075,1.91,0.191,4.165,4.17,18.53,1.889,1889,+/-0.833,+/-0.833,+/-3.705,+/-0.378,+/-378,Right Hand,319,319,Natural,0.576418
LEC075E 36 M,LEC075E 36 M,LEC075E36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,7.826,7.826,1.37059,13.7059,0.13976,1.3976,139.76,1397.6,+/-0.783,+/-0.783,+/-0.13713,+/-1.3713,+/-0.01398,+/-0.1398,+/-13.983,+/-139.83,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,618.258,618.3,3530.2,35302,11.041,110.41,11041,110410,0.075,0.075,1.91,0.191,5,5,22.24,2.268,2268,+/-1,+/-1,+/-4.448,+/-0.454,+/-454,Right Hand,479,479,Light Oil Coat,0.847584
LEC075E 36 S,LEC075E 36 S,LEC075E36S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,6.5217,6.522,1.14216,11.4216,0.11646,1.1646,116.46,1164.6,+/-0.652,+/-0.652,+/-0.11419,+/-1.1419,+/-0.01164,+/-0.1164,+/-11.643,+/-116.43,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,515.215,515.2,2941.8,29418,9.201,92.01,9201,92010,0.075,0.075,1.91,0.191,4.165,4.17,18.53,1.889,1889,+/-0.833,+/-0.833,+/-3.705,+/-0.378,+/-378,Right Hand,479,479,Natural,0.863729
LEC075G 12 M,LEC075G 12 M,LEC075G12M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.9534,1.953,0.3421,3.421,0.03488,0.3488,34.88,348.8,+/-0.195,+/-0.195,+/-0.03415,+/-0.3415,+/-0.00348,+/-0.0348,+/-3.482,+/-34.82,0.6,0.6,15.24,1.524,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,154.321,154.3,881.2,8812,2.756,27.56,2756,27560,0.075,0.075,1.91,0.191,2,2,8.9,0.907,907,+/-0.4,+/-0.4,+/-1.779,+/-0.181,+/-181,Right Hand,159,159,Light Oil Coat,0.450587
